assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
5,15,Tryndamere,6,0,False,False,10050,0,4,0,0,0,98270,16369,9888,29,0,200,,116749,20333,0,18478,3963,0,0,0,0,False,EUW1_7761452750,Challenger
4,15,Yorick,6,0,False,False,10050,0,6,12144,9273,0,55093,23784,19424,6974,0,200,,67678,33058,0,440,0,0,0,0,0,False,EUW1_7761452750,Challenger
5,17,Draven,10,0,False,False,14296,0,8,346,119,0,123993,40332,20170,6622,0,100,,154856,41852,2,30517,1400,0,0,0,0,True,EUW1_7761432313,Challenger
7,17,Zaahen,8,0,False,False,11500,0,1,3293,629,0,125836,24342,13577,6218,0,100,,129902,25733,0,772,761,0,0,0,0,True,EUW1_7761432313,Challenger
3,15,Zed,6,0,False,False,10258,0,6,2632,1047,0,66396,25073,8810,6750,0,200,,74042,26734,2,5013,613,0,0,0,0,False,EUW1_7761432313,Challenger
1,13,Renekton,10,0,False,False,6516,0,0,12864,3948,0,36890,9648,20620,627,0,200,,49755,13596,0,0,0,0,0,0,0,False,EUW1_7761432313,Challenger
0,13,Zac,6,0,False,False,6528,0,2,20215,8486,0,10414,2252,20672,4896,0,200,,35964,16071,0,5333,5333,0,0,0,0,False,EUW1_7761432313,Challenger
4,17,Swain,5,0,False,False,11803,0,11,121185,48381,0,2825,1438,35742,7026,0,200,,125555,51364,1,1545,1545,0,0,0,0,False,EUW1_7761432313,Challenger
7,16,MasterYi,11,0,False,False,11754,0,4,1012,1005,0,50008,20779,15599,7064,0,200,,58338,27080,3,7318,5296,0,0,0,0,False,EUW1_7761432313,Challenger
13,18,Zyra,1,0,False,False,14660,0,10,83756,40191,0,4354,1579,6180,29,0,100,,89356,43016,0,1246,1246,0,0,0,0,True,EUW1_7761432313,Challenger
8,18,Jinx,1,0,False,False,14654,0,14,938,730,0,209927,45269,12342,6974,0,100,,220876,56010,4,10010,10010,0,0,0,0,True,EUW1_7761432313,Challenger
8,17,Nasus,6,0,False,False,13826,0,7,25462,12553,0,54228,16698,19509,685,0,100,,83222,31946,1,3532,2693,0,0,0,0,True,EUW1_7761432313,Challenger
6,16,Ashe,9,0,False,False,11052,0,4,20570,3945,0,129282,19100,15025,4655,0,200,,168089,27897,4,18233,4851,0,2,0,0,False,EUW1_7761432313,Challenger
3,16,Galio,5,0,False,False,12569,0,8,89335,35233,0,4922,584,27846,6883,0,200,,99474,41034,0,5217,5217,0,0,0,0,False,EUW1_7761432313,Challenger
0,17,Yorick,6,0,False,False,13306,0,10,13502,11979,0,68001,29304,19424,6860,0,100,,81850,41630,0,346,346,0,0,0,0,True,EUW1_7761432313,Challenger
7,18,Corki,9,0,False,False,14121,0,8,15941,5330,0,95752,19864,19512,5737,0,100,,154280,32034,3,42586,6839,0,0,0,0,True,EUW1_7761432313,Challenger
7,18,Lissandra,6,0,False,False,14922,0,8,115540,39446,0,4422,1152,19001,6380,0,100,,124787,42721,2,4825,2122,0,0,0,0,True,EUW1_7761432313,Challenger
5,15,Ashe,6,0,False,False,11515,0,4,3488,1918,0,123738,25196,8580,691,0,200,,129204,29092,2,1977,1977,0,5,0,0,False,EUW1_7761432313,Challenger
9,17,Lux,9,0,False,False,12045,0,6,78345,27084,0,29846,5754,13950,3790,0,100,,118210,39063,1,10018,6224,0,0,0,0,True,EUW1_7758640844,Challenger
6,17,Naafiri,5,0,False,False,13760,0,11,0,0,0,80216,48153,15785,3505,0,100,,98016,64896,0,17799,16743,0,0,0,0,True,EUW1_7758640844,Challenger
10,18,Jax,5,0,False,False,21037,0,9,67189,25875,0,152070,64354,14057,5883,0,100,,268899,100797,0,49638,10568,0,0,0,0,True,EUW1_7758640844,Challenger
6,18,Talon,8,0,False,False,20896,0,11,0,0,0,187562,47877,10784,7091,0,100,,273228,80881,0,85666,33004,0,0,0,0,True,EUW1_7758640844,Challenger
11,18,Illaoi,6,0,False,False,18149,0,7,26138,2935,0,132182,61432,63517,4881,0,100,,160588,66635,6,2266,2266,0,0,0,0,True,EUW1_7758640844,Challenger
7,18,Pyke,8,0,False,False,16025,0,11,0,0,0,98831,42330,17111,29,0,100,,104997,48180,1,6165,5849,0,0,0,0,True,EUW1_7758640844,Challenger
1,12,Morgana,7,0,False,False,6716,0,2,27088,17917,0,1058,865,6345,1446,0,200,,28147,18783,0,0,0,0,0,0,0,False,EUW1_7758640844,Challenger
6,16,Ornn,9,0,False,False,11025,0,4,33619,14754,0,22289,6251,15826,2076,0,200,,58191,22643,0,2282,1638,0,0,0,0,False,EUW1_7758640844,Challenger
2,12,Malphite,7,0,False,False,6525,0,1,9282,7072,0,13136,6760,8368,6296,0,200,,22419,13832,1,0,0,0,0,0,0,False,EUW1_7758640844,Challenger
4,16,Leona,5,0,False,False,12907,0,7,56624,27754,0,15302,9152,19590,6806,0,200,,75190,40170,1,3263,3263,0,0,0,0,False,EUW1_7758640844,Challenger
2,14,Shaco,7,0,False,False,7750,0,2,21189,13538,0,8693,738,7458,6271,0,200,,31287,15382,0,1405,1105,0,0,0,0,False,EUW1_7758640844,Challenger
2,14,Katarina,7,0,False,False,6759,0,2,27756,20602,0,14226,5073,19322,6645,0,200,,47373,29265,0,5389,3589,0,0,0,0,False,EUW1_7758640844,Challenger
7,15,Irelia,8,0,False,False,11335,0,7,25546,8902,0,82550,24667,17338,3889,0,200,,119957,41670,1,11861,8100,0,0,0,0,False,EUW1_7758640844,Challenger
4,18,Nidalee,7,0,False,False,23426,0,17,113016,62028,0,2504,2103,37283,29,0,100,,134253,77685,0,18732,13553,0,0,0,0,True,EUW1_7758640844,Challenger
16,18,TahmKench,5,0,False,False,25684,0,4,54483,18354,0,8383,2611,42827,29,0,100,,67130,25031,1,4263,4066,0,0,0,0,True,EUW1_7758640844,Challenger
7,15,Morgana,5,0,False,False,10305,0,7,57730,46763,0,2627,2379,21124,502,0,200,,66101,54458,0,5743,5316,0,0,0,0,False,EUW1_7758640844,Challenger
9,18,Braum,5,0,False,False,14750,0,4,85437,21718,0,49514,12023,41069,3180,0,100,,136295,35084,0,1342,1342,0,0,0,0,True,EUW1_7758604423,Challenger
1,15,Zoe,8,0,False,False,12126,0,8,7033,3765,0,83718,14523,13523,5910,0,200,,103236,19592,0,12484,1303,0,0,0,0,False,EUW1_7758604423,Challenger
7,15,Swain,6,0,False,False,11750,0,1,60109,29124,0,5100,1009,40626,7091,0,200,,76637,41539,0,11427,11405,0,0,0,0,False,EUW1_7758604423,Challenger
2,14,Aphelios,10,0,False,False,10325,0,5,888,358,0,91897,21282,11446,5823,0,200,,100286,21640,0,7500,0,0,0,0,0,False,EUW1_7758604423,Challenger
5,14,Gwen,6,0,False,False,10500,0,4,60231,20249,0,16514,2665,20857,5466,0,200,,114638,33220,0,37892,10306,0,0,0,0,False,EUW1_7758604423,Challenger
15,18,Riven,7,0,False,False,17753,0,3,226,226,0,148537,28143,44164,1637,0,100,,153344,32949,0,4580,4580,0,0,0,0,True,EUW1_7758604423,Challenger
1,18,Lucian,6,0,False,False,19375,0,16,15370,2862,0,433378,93586,19922,4652,0,100,,507046,98039,0,58297,1589,0,0,0,0,True,EUW1_7758604423,Challenger
1,16,Karma,6,0,False,False,12250,0,6,36840,19627,0,4878,2526,24669,2072,0,100,,46624,26340,0,4906,4186,0,0,0,0,True,EUW1_7758604423,Challenger
4,18,Kayn,7,0,False,False,14750,0,10,2390,1545,0,218545,68740,35092,4655,0,100,,226206,74180,0,5270,3895,0,0,0,0,True,EUW1_7758604423,Challenger
1,13,FiddleSticks,7,0,False,False,8200,0,0,11618,11610,0,127,120,12249,9,0,200,,11746,11731,0,0,0,0,2,0,0,False,EUW1_7758604423,Challenger
0,13,Ryze,6,0,False,False,8200,0,1,27210,12082,0,3536,338,10253,523,0,200,,30747,12421,0,0,0,0,0,0,0,False,EUW1_7758604423,Challenger
2,15,TahmKench,9,0,False,False,11500,0,0,13058,8170,0,3053,2546,10313,29,0,200,,16112,10717,0,0,0,0,0,0,0,False,EUW1_7758604423,Challenger
0,15,Azir,7,0,False,False,11800,0,8,68995,42236,0,401,389,11037,29,0,200,,85051,54251,0,15654,11626,0,0,0,0,False,EUW1_7758604423,Challenger
5,17,Blitzcrank,6,0,False,False,13753,0,3,69210,27157,0,16409,4462,27188,748,0,100,,90536,36536,0,4916,4916,0,0,0,0,True,EUW1_7758604423,Challenger
12,18,Ornn,4,0,False,False,23790,0,17,108868,30527,0,122810,41996,31140,3889,0,100,,233118,73963,0,1438,1438,0,0,0,0,True,EUW1_7758604423,Challenger
16,18,Aatrox,0,0,False,False,22750,0,14,15203,11948,0,165141,118791,59590,1392,0,100,,181550,131867,0,1205,1128,0,0,0,0,True,EUW1_7758604423,Challenger
5,17,TahmKench,7,0,False,False,13500,0,5,54308,35249,0,1986,1171,16898,29,0,100,,56294,36421,0,0,0,0,0,0,0,True,EUW1_7758568295,Challenger
5,17,Camille,5,0,False,False,12808,0,7,4003,1811,0,89962,27160,24008,29,0,100,,133277,47347,0,39311,18374,0,0,0,0,True,EUW1_7758568295,Challenger
7,18,Vi,5,0,False,False,18856,0,8,0,0,0,209525,51651,10628,5883,0,100,,250039,66222,0,40514,14571,0,0,0,0,True,EUW1_7758568295,Challenger
6,18,Smolder,9,0,False,False,19983,0,9,7816,3196,0,167653,39810,9577,7091,0,100,,213556,47569,0,38086,4562,0,0,0,0,True,EUW1_7758568295,Challenger
12,18,Gnar,3,0,False,False,24266,0,13,59770,39634,0,102645,61137,17215,1590,0,100,,166663,104325,0,4247,3553,0,0,0,0,True,EUW1_7758568295,Challenger
12,18,Leona,5,0,False,False,20004,0,6,90149,28832,0,13689,9340,27828,6872,0,100,,132363,62675,0,28524,24502,0,0,0,0,True,EUW1_7758568295,Challenger
2,15,Jax,8,0,False,False,11502,0,5,24601,7237,0,105995,18218,10374,687,0,200,,130596,25456,0,0,0,0,0,0,0,False,EUW1_7758568295,Challenger
5,15,XinZhao,6,0,False,False,11504,0,2,1837,1153,0,103476,28354,22649,6751,0,200,,105325,29508,0,11,0,0,0,0,0,False,EUW1_7758568295,Challenger
1,15,Gragas,6,0,False,False,9024,0,5,40993,31210,0,3824,2630,35881,3494,0,200,,44818,33841,0,0,0,0,0,0,0,False,EUW1_7758568295,Challenger
5,14,Soraka,8,0,False,False,9202,0,1,28581,18521,0,1802,841,16844,3180,0,200,,30383,19362,0,0,0,0,0,0,0,False,EUW1_7758568295,Challenger
11,18,Alistar,6,0,False,False,25516,0,14,125566,63110,0,26951,9795,15740,5978,0,100,,164109,84496,0,11591,11590,0,0,0,0,True,EUW1_7758568295,Challenger
4,16,Quinn,8,0,False,False,12550,0,4,25113,11937,0,98812,36669,12710,4550,0,200,,126967,51648,0,3041,3041,0,3,0,0,False,EUW1_7758568295,Challenger
5,18,Vex,6,0,False,False,21524,0,12,112863,77064,0,6967,1765,22754,4270,0,100,,119831,78830,0,0,0,0,0,0,0,True,EUW1_7758568295,Challenger
4,15,Vladimir,8,0,False,False,13371,0,3,58063,26034,0,10130,2411,22578,987,0,200,,68619,28872,0,426,426,0,0,0,0,False,EUW1_7758568295,Challenger
2,16,Chogath,7,0,False,False,14262,0,5,58061,21557,0,28554,6138,17882,3589,0,200,,92067,31496,0,5451,3800,0,0,0,0,False,EUW1_7758568295,Challenger
3,15,Malzahar,7,0,False,False,11800,0,5,55748,31229,0,3572,166,13693,6900,0,200,,74965,41853,0,15643,10457,0,0,0,0,False,EUW1_7758568295,Challenger
4,16,Gangplank,6,0,False,False,14589,0,7,6674,6122,0,55863,28069,18382,3462,0,200,,84619,54236,1,22081,20044,0,0,0,0,False,EUW1_7758493390,Challenger
6,16,Akali,7,0,False,False,10950,0,4,37182,14576,0,9870,5469,13071,3505,0,200,,59176,26733,3,12123,6686,0,0,0,0,False,EUW1_7758493390,Challenger
7,18,Udyr,5,0,False,False,19550,0,14,86992,35488,0,139165,44148,11770,1295,0,100,,226158,79637,1,0,0,0,0,0,0,True,EUW1_7758493390,Challenger
4,14,Brand,6,0,False,False,8700,0,1,52409,15858,0,5832,722,12913,6101,0,200,,58242,16580,0,0,0,0,0,0,0,False,EUW1_7758493390,Challenger
1,14,Velkoz,7,0,False,False,7250,0,4,15585,9180,0,1858,494,10663,3583,0,200,,29509,18489,1,12066,8813,0,0,0,0,False,EUW1_7758493390,Challenger
0,13,Nautilus,6,0,False,False,6710,0,2,15374,10284,0,9414,3820,10016,4050,0,200,,26482,15798,0,1693,1693,0,0,0,0,False,EUW1_7758493390,Challenger
2,13,Sejuani,6,0,False,False,7050,0,0,19650,10837,0,19681,10351,11172,6489,0,200,,40125,21982,1,793,793,0,0,0,0,False,EUW1_7758493390,Challenger
14,18,Ivern,5,0,False,False,19130,0,9,54490,30413,0,11653,5976,18432,516,0,100,,83808,49745,0,17665,13355,0,0,0,0,True,EUW1_7758493390,Challenger
5,17,Alistar,7,0,False,False,12310,0,8,48984,30713,0,4583,2013,23190,6383,0,100,,55672,34830,1,2103,2103,0,0,0,0,True,EUW1_7758493390,Challenger
8,18,Diana,6,0,False,False,23700,0,11,161734,54576,0,84044,17263,30227,22,0,100,,248491,74552,2,2712,2712,0,0,0,0,True,EUW1_7758493390,Challenger
7,17,Singed,6,0,False,False,12770,0,7,68371,38963,0,14789,4259,20431,585,0,100,,83160,43223,0,0,0,0,0,0,0,True,EUW1_7758493390,Challenger
4,17,Pantheon,7,0,False,False,12750,0,6,1554,935,0,104048,29244,8522,5335,0,100,,118571,37959,0,12967,7780,0,0,0,0,True,EUW1_7758493390,Challenger
5,17,Kayn,8,0,False,False,13050,0,4,0,0,0,131306,36382,12272,5736,0,100,,132831,37613,1,1524,1230,0,0,0,0,True,EUW1_7758493390,Challenger
15,18,Ivern,4,0,False,False,19400,0,8,87159,17198,0,58786,13384,5121,7091,0,100,,171653,36217,1,25707,5635,0,0,0,0,True,EUW1_7758493390,Challenger
8,16,Kassadin,6,0,False,False,13100,0,2,41796,12324,0,18150,6665,14578,29,0,200,,62588,20432,1,2641,1442,0,0,0,0,False,EUW1_7758493390,Challenger
1,16,Yunara,5,0,False,False,11900,0,10,41128,10358,0,160548,25564,13064,29,0,200,,207112,36196,2,5435,274,0,0,0,0,False,EUW1_7758493390,Challenger
2,14,Pyke,6,0,False,False,7750,0,5,0,0,0,36812,6392,5778,3587,0,200,,37844,7324,0,1032,932,0,0,0,0,False,EUW1_7758471404,Challenger
2,15,Pyke,7,0,False,False,10050,0,7,0,0,0,18312,17246,12080,29,0,200,,19818,18744,0,1506,1498,0,0,0,0,False,EUW1_7758471404,Challenger
8,18,Veigar,8,0,False,False,26370,0,12,91833,58904,0,49953,7720,15087,1435,0,100,,145439,70277,4,3652,3652,0,0,0,0,True,EUW1_7758471404,Challenger
11,18,Hecarim,4,0,False,False,22240,0,12,8632,5332,0,124195,50225,46457,4751,0,100,,141547,64274,0,8719,8716,0,0,0,0,True,EUW1_7758471404,Challenger
6,15,Swain,6,0,False,False,11260,0,2,30565,18571,0,1965,892,15428,4497,0,200,,35262,21251,0,2731,1787,0,0,0,0,False,EUW1_7758471404,Challenger
4,14,Darius,8,0,False,False,8950,0,2,0,0,0,12999,8119,7019,3180,0,200,,15682,10245,0,2683,2126,0,0,0,0,False,EUW1_7758471404,Challenger
0,16,Corki,5,0,False,False,13810,0,11,10318,6669,0,115450,26935,11179,1110,0,100,,185681,40149,0,59912,6544,0,0,0,0,True,EUW1_7758471404,Challenger
9,16,Maokai,5,0,False,False,12510,0,0,27353,12340,0,9646,1408,11656,1110,0,100,,40681,15395,0,3682,1646,0,0,0,0,True,EUW1_7758471404,Challenger
6,15,Smolder,9,0,False,False,12300,0,3,14860,7869,0,28406,11117,10054,505,0,200,,44238,19958,0,971,971,0,0,0,0,False,EUW1_7758471404,Challenger
4,18,Rengar,6,0,False,False,19010,0,11,2266,1098,0,178275,25301,7409,2074,0,100,,202454,28312,0,21911,1911,0,0,0,0,True,EUW1_7758471404,Challenger
2,15,Ekko,5,0,False,False,10300,0,7,41164,26249,0,5940,3081,16018,1299,0,200,,47105,29330,0,0,0,0,0,0,0,False,EUW1_7758471404,Challenger
1,12,Hecarim,6,0,False,False,6349,0,0,4511,2078,0,14030,6088,9404,29,0,200,,19105,8429,0,562,262,0,0,0,0,False,EUW1_7758471404,Challenger
0,12,TahmKench,6,0,False,False,6210,0,1,11371,5117,0,6971,3274,7363,29,0,200,,18342,8391,0,0,0,0,0,0,0,False,EUW1_7758471404,Challenger
10,18,Hwei,5,0,False,False,17770,0,5,61925,25836,0,1409,871,16431,5371,0,100,,69662,31600,0,6327,4892,0,0,0,0,True,EUW1_7758471404,Challenger
4,18,Gragas,8,0,False,False,28138,0,11,140872,42455,0,7743,1808,14981,1158,0,100,,165619,54048,0,17004,9783,0,0,0,0,True,EUW1_7758471404,Challenger
11,18,Gangplank,5,0,False,False,25051,0,10,4710,3584,0,181749,59626,23761,547,0,100,,213950,73267,0,27489,10056,0,0,0,0,True,EUW1_7758471404,Challenger
3,15,TahmKench,8,0,False,False,11508,0,9,75554,27749,0,17540,5573,29753,7,0,200,,95007,35235,3,1912,1912,0,0,0,0,False,EUW1_7758446525,Challenger
5,13,Ivern,6,0,False,False,7508,0,0,29736,20850,0,9497,4819,11240,6638,0,200,,40432,26869,0,1199,1199,0,0,0,0,False,EUW1_7758446525,Challenger
8,18,Malzahar,5,0,False,False,15760,0,12,62773,48814,0,598,282,28116,3790,0,100,,63642,49366,2,270,270,0,0,0,0,True,EUW1_7758446525,Challenger
11,18,Nunu,5,0,False,False,20820,0,9,103430,39384,0,12236,2249,31182,579,0,100,,119522,44083,3,3855,2449,0,0,0,0,True,EUW1_7758446525,Challenger
7,15,Tristana,11,0,False,False,11580,0,3,27393,3486,0,135535,23321,12896,3460,0,200,,204699,36278,2,41772,9470,0,0,0,0,False,EUW1_7758446525,Challenger
11,18,Tryndamere,5,0,False,False,22963,0,11,2461,2168,0,234129,54766,13282,4384,0,100,,243625,62060,3,7034,5125,0,0,0,0,True,EUW1_7758446525,Challenger
7,15,Maokai,7,0,False,False,10020,0,2,29256,15104,0,7547,4178,35754,23,0,200,,38629,21108,3,1826,1826,0,0,0,0,False,EUW1_7758446525,Challenger
2,13,JarvanIV,9,0,False,False,7208,0,3,1159,448,0,51116,18796,12725,29,0,200,,52276,19244,0,0,0,0,0,0,0,False,EUW1_7758446525,Challenger
2,13,Zac,8,0,False,False,7200,0,2,34957,20828,0,4159,1914,18155,29,0,200,,41609,25228,0,2492,2484,0,0,0,0,False,EUW1_7758446525,Challenger
8,16,Volibear,11,0,False,False,11058,0,4,98074,30222,0,72494,17208,28881,6282,0,100,,172328,49192,2,1761,1761,0,0,0,0,True,EUW1_7758446525,Challenger
2,15,Aatrox,6,0,False,False,10010,0,8,4619,2487,0,74137,35311,29264,29,0,200,,80333,39374,1,1576,1576,0,0,0,0,False,EUW1_7758446525,Challenger
0,13,MissFortune,7,0,False,False,7714,0,4,29286,18045,0,29434,15094,10371,1414,0,200,,59306,33726,4,585,585,0,0,0,0,False,EUW1_7758446525,Challenger
4,16,Sion,6,0,False,False,13128,0,12,6697,4923,0,62979,34548,30737,5941,0,100,,80172,47344,3,10495,7872,0,0,0,0,True,EUW1_7758446525,Challenger
18,18,Brand,7,0,False,False,22270,0,3,83472,44798,0,8308,651,27315,673,0,100,,95865,49534,0,4085,4085,0,0,0,0,True,EUW1_7758446525,Challenger
3,18,Kayn,8,0,False,False,18864,0,19,0,0,0,119987,71114,23765,6497,0,100,,127576,78694,1,7588,7580,0,0,0,0,True,EUW1_7758446525,Challenger
11,18,Rengar,6,0,False,False,24235,0,13,6343,3583,0,339618,63540,9927,939,0,100,,469241,68385,1,123279,1261,0,0,0,0,True,EUW1_7758446525,Challenger
8,18,Garen,7,0,False,False,14553,0,5,0,0,0,172167,40218,23682,5752,0,200,,217965,50516,0,45797,10297,0,0,0,0,False,EUW1_7758362126,Challenger
4,16,Kaisa,9,0,False,False,10703,0,2,44976,6957,0,70560,17246,8089,4050,0,200,,115935,24594,3,398,389,0,0,0,0,False,EUW1_7758362126,Challenger
12,18,Cassiopeia,5,0,False,False,18262,0,8,118277,47133,0,9398,1897,32635,932,0,100,,144953,59335,0,17277,10305,0,0,0,0,True,EUW1_7758362126,Challenger
6,18,TwistedFate,11,0,False,False,27318,0,12,101336,55938,0,4883,1561,33485,932,0,100,,133970,83573,3,27750,26073,0,0,0,0,True,EUW1_7758362126,Challenger
4,18,Nidalee,6,0,False,False,15814,0,9,96477,34998,0,13362,2094,27867,4659,0,200,,110184,37436,1,343,343,0,0,0,0,False,EUW1_7758362126,Challenger
6,18,MonkeyKing,6,0,False,False,33431,0,16,7498,3148,0,283285,82682,15655,5736,0,100,,321546,87783,1,30762,1953,0,0,0,0,True,EUW1_7758362126,Challenger
15,18,Kayle,8,0,False,False,31160,0,6,134045,24549,0,48307,9564,14552,632,0,100,,242636,47122,0,60282,13007,0,0,0,0,True,EUW1_7758362126,Challenger
0,11,Zac,5,0,False,False,3504,0,0,4781,3971,0,1549,1019,3804,28,0,200,,10023,8685,0,3693,3693,0,0,0,0,False,EUW1_7758362126,Challenger
0,11,Shen,6,0,False,False,3500,0,0,5298,1884,0,12417,3150,4087,4096,0,200,,20914,8232,0,3197,3197,0,0,0,0,False,EUW1_7758362126,Challenger
4,18,Fiora,6,0,False,False,32266,0,19,1490,1038,0,132503,50956,33444,5960,0,100,,219936,115370,2,85941,63376,0,0,0,0,True,EUW1_7758362126,Challenger
15,18,Kayle,7,0,False,False,31326,0,5,253751,28696,0,172980,22267,21590,6271,0,100,,727677,62064,3,300957,11100,0,0,0,0,True,EUW1_7758362126,Challenger
9,18,Yorick,9,0,False,False,23550,0,11,18308,15107,0,148801,56764,51386,6872,0,100,,171045,74007,1,3935,2135,0,0,0,0,True,EUW1_7758362126,Challenger
9,18,Galio,6,0,False,False,24300,0,9,137547,60821,0,7865,4028,42625,29,0,100,,146354,65791,3,941,941,0,0,0,0,True,EUW1_7758362126,Challenger
2,16,Trundle,7,0,False,False,11254,0,5,4370,2393,0,105837,27226,9556,29,0,200,,111337,30749,1,1129,1129,0,0,0,0,False,EUW1_7758362126,Challenger
3,15,Poppy,7,0,False,False,10754,0,3,1685,667,0,50924,17625,15767,6226,0,200,,52917,18601,0,307,307,0,0,0,0,False,EUW1_7758362126,Challenger
3,15,MasterYi,10,0,False,False,9308,0,3,8879,4685,0,32367,10374,13212,3614,0,200,,88192,39057,1,46945,23997,0,0,0,0,False,EUW1_7758362126,Challenger
6,18,Zyra,8,0,False,False,13785,0,6,49118,25504,0,11131,608,12131,3614,0,100,,60777,26640,0,527,527,0,0,0,0,True,EUW1_7758323364,Challenger
5,16,Akshan,4,0,False,False,12751,0,6,14799,5984,0,72536,26558,9206,6226,0,200,,90333,35011,1,2997,2467,0,0,0,0,False,EUW1_7758323364,Challenger
5,17,Milio,5,0,False,False,11210,0,5,15026,12512,0,2703,663,14715,3614,0,200,,18354,13799,0,624,624,0,0,0,0,False,EUW1_7758323364,Challenger
2,15,Heimerdinger,8,0,False,False,11580,0,6,38642,20573,0,4352,940,8304,7027,0,200,,43721,22240,0,726,726,0,0,0,0,False,EUW1_7758323364,Challenger
1,14,Aphelios,8,0,False,False,7453,0,3,460,300,0,48674,8998,8080,29,0,200,,49289,9454,0,154,154,0,0,0,0,False,EUW1_7758323364,Challenger
8,18,Yone,9,0,False,False,18760,0,9,16757,10200,0,52964,29655,5729,6382,0,100,,77947,46253,0,8225,6397,0,0,0,0,True,EUW1_7758323364,Challenger
23,18,Milio,5,0,False,False,21537,0,3,61794,32950,0,2389,634,18734,7074,0,100,,65904,35105,0,1720,1520,0,0,0,0,True,EUW1_7758323364,Challenger
3,18,Lillia,4,0,False,False,21162,0,23,84259,80479,0,1070,1024,31783,691,0,100,,110490,104825,0,25160,23320,0,0,0,0,True,EUW1_7758323364,Challenger
4,17,Warwick,9,0,False,False,12059,0,11,56083,28137,0,76061,24912,14455,6872,0,100,,133648,54553,0,1503,1503,0,0,0,0,True,EUW1_7758323364,Challenger
9,17,Rell,5,0,False,False,12318,0,5,41334,22898,0,16573,8002,10333,29,0,100,,59170,32163,0,1262,1262,0,0,0,0,True,EUW1_7758323364,Challenger
5,15,Morgana,7,0,False,False,10065,0,3,30229,19452,0,2048,1157,8675,1641,0,200,,32277,20609,0,0,0,0,0,0,0,False,EUW1_7758323364,Challenger
